Entry ID,Crystallization Method,Temp (K),pH,Crystal Growth Procedure,Matthews Coefficient,Percent Solvent Content,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Condition 6,Condition 7,Condition 8,Condition 9,Condition 10,Condition 11,Condition 12,Condition 13,Condition 14,Condition 15,Condition 16,Condition 17,Condition 18,Condition 19,Condition 20
6SRY,"VAPOR DIFFUSION, SITTING DROP",293.15,,"1.1 M AMMONIUM SULFATE, 100 MM SODIUM ACETATE, PH 5.9, SEEDING",2.08,40.93,1.1 M AMMONIUM SULFATE,,,,,,,,,,,,,,,,,,,
6SRZ,"VAPOR DIFFUSION, SITTING DROP",293.15,,"1.1 M AMMONIUM SULFATE, 100 MM SODIUM ACETATE, PH 5.9, SEEDING",2.11,41.66,1.1 M AMMONIUM SULFATE,,,,,,,,,,,,,,,,,,,
6SS1,"VAPOR DIFFUSION, SITTING DROP",293.15,,"1.1 M AMMONIUM SULFATE, 100 MM SODIUM ACETATE, PH 5.9, SEEDING",2.1,41.4,1.1 M AMMONIUM SULFATE,,,,,,,,,,,,,,,,,,,
6SS3,"VAPOR DIFFUSION, SITTING DROP",293.15,,"1.1 M AMMONIUM SULFATE, 100 MM SODIUM ACETATE, PH 5.9, SEEDING",2.09,41.07,1.1 M AMMONIUM SULFATE,,,,,,,,,,,,,,,,,,,
6SWN,"VAPOR DIFFUSION, SITTING DROP",298,7.5,"20% PEG3350, 0.2M NaI, 0.1M BTP, 20C",2.44,49.51,20% PEG3350,0.2M NaI,0.1M BTP,,,,,,,,,,,,,,,,,
6TU6,"VAPOR DIFFUSION, SITTING DROP",293.15,5.9,"1.1 M ammonium sulfate, 100 mM sodium acetate, pH 5.9, seeding",2.23,44.93,1.1 M ammonium sulfate,100 mM sodium acetate,,,,,,,,,,,,,,,,,,
6US3,"VAPOR DIFFUSION, HANGING DROP",293,,"30% PEG 6000, 0.1M sodium acetate pH 4.0, 0.2M lithium sulfate",1.98,37.93,30% PEG 6000,0.1M sodium acetate pH 4,0.2M lithium sulfate,,,,,,,,,,,,,,,,,
6V7Q,"VAPOR DIFFUSION, HANGING DROP",298,,"100 mM sodium cacodylate pH 6.5, 19 to 31% (w/v) PEG3350 and 10 mM calcium chloride.",2.05,39.96,100 mM sodium cacodylate pH 6,10 mM calcium chloride,,,,,,,,,,,,,,,,,,
6V7S,"VAPOR DIFFUSION, HANGING DROP",298,,"100 mM sodium cacodylate pH 6.5, 19 to 31 % (w/v) PEG3350 and 10 mM calcium chloride.",2.02,39.1,100 mM sodium cacodylate pH 6,10 mM calcium chloride,,,,,,,,,,,,,,,,,,
6YDR,"VAPOR DIFFUSION, SITTING DROP",293,,"0.2M Ammonium Sulfate , 0.1M Sodium, Acetate pH4.6, 25% PEG4000",2.87,57.08,0.2M Ammonium Sulfate,0.1M Sodium,25% PEG4000,,,,,,,,,,,,,,,,,
5RED,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.92,35.89,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
5RF6,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.91,35.6,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
5RF8,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.94,36.45,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
5RF9,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.89,34.82,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
5RFB,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.9,35.31,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
5RFC,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.91,35.75,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
5RFD,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.89,35.09,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
5RFE,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.91,35.55,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
5RFV,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.9,35.12,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
5RFW,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"15% PEG 4K, 5% DMSO, 0.1M MES",1.92,35.82,15% PEG 4K,5% DMSO,0.1M MES,,,,,,,,,,,,,,,,,
6LL8,"VAPOR DIFFUSION, SITTING DROP",285,7.4,"24%(w/v) PEG3350, 10 mM ammonium phosphate dibasic and 0.2 M NaCl., 0.1 M HEPES",2.33,47.21,10 mM ammonium phosphate dibasic and 0,.2 M NaCl,0.1 M HEPES,,,,,,,,,,,,,,,,,
6QEN,"VAPOR DIFFUSION, SITTING DROP",293.15,5.9,"70% (V/V) MPD
10 mM KP Buffer pH 5.9",2.12,42.08,10 mM KP Buffer pH 5,,,,,,,,,,,,,,,,,,,
6QWU,VAPOR DIFFUSION,285,5.5,"0.1 M Bis-Tris
25 % PEG3350
0.2 M NaCl",2.26,45.56,0.1 M Bis-Tris,25 % PEG3350,0.2 M NaCl,,,,,,,,,,,,,,,,,
6QXQ,"VAPOR DIFFUSION, SITTING DROP",285,7,"0.1 M HEPES
23 % PEG 6K
0.1 M LiSO4",2.9,57.54,0.1 M HEPES,23 % PEG 6K,0.1 M LiSO4,,,,,,,,,,,,,,,,,
6QXR,"VAPOR DIFFUSION, SITTING DROP",285,8.5,"0.1 M TRIS
25 % PEG 4K
0.2 M CaCl2",2.19,43.79,0.1 M TRIS,25 % PEG 4K,0.2 M CaCl2,,,,,,,,,,,,,,,,,
6QYF,"VAPOR DIFFUSION, SITTING DROP",285,4.6,"0.1 M Na acetate
30 % PEG 4K
0.2 M NH4 acetate",3.06,59.77,0.1 M Na acetate,30 % PEG 4K,0.2 M NH4 acetate,,,,,,,,,,,,,,,,,
6RCG,"VAPOR DIFFUSION, SITTING DROP",277.15,,"20% PEG3350, 0.1M succinic acid",2.27,45.74,20% PEG3350,0.1M succinic acid,,,,,,,,,,,,,,,,,,
6RCH,"VAPOR DIFFUSION, SITTING DROP",277.15,5.9,"25% PEG3350, 0.2M sodium sulfate, 0.1M citrate pH 5.9",2.29,46.25,25% PEG3350,0.2M sodium sulfate,0.1M citrate pH 5,,,,,,,,,,,,,,,,,
6RHB,"VAPOR DIFFUSION, HANGING DROP",293,,"Reservoir contained 0.1M tri-Sodium citrate pH 5.6, 1.0M Ammonium phosphate",,,0.1M tri-Sodium citrate pH 5,1.0M Ammonium phosphate,,,,,,,,,,,,,,,,,,
6RHD,"VAPOR DIFFUSION, HANGING DROP",293,,"Reservoir contained 0.1 M Na Acet 4.6 pH, 30 %v/v MPD, 0.2 M NaCl",1.47,16.59,0.1 M Na Acet 4,0.2 M NaCl,,,,,,,,,,,,,,,,,,
6RP2,"VAPOR DIFFUSION, SITTING DROP",295,5.9,"100 mM Bis-tris pH 5.9
200 mM LiSO4
150 mM NaCl
18-21% PEG 3350",2.23,44.85,100 mM Bis-tris pH 5,200 mM LiSO4,150 mM NaCl,21% PEG 3350,,,,,,,,,,,,,,,,
6RPN,"VAPOR DIFFUSION, SITTING DROP",298,8.25,"0.2M Magnesium Chloride, 25% PEG 8000, 0.1M Tris Buffer",2.07,40.52,0.2M Magnesium Chloride,25% PEG 8000,0.1M Tris Buffer,,,,,,,,,,,,,,,,,
6SBQ,"VAPOR DIFFUSION, SITTING DROP",293,,"20% PEG 3350, 0.2M di-sodium malonate",1.9,35.19,20% PEG 3350,0.2M di-sodium malonate,,,,,,,,,,,,,,,,,,
6TDP,"VAPOR DIFFUSION, SITTING DROP",298,,"0.1 M HEPES pH 7.5,
20% PEG 10 000, 8% ethylene glycol",2.57,52.12,0.1 M HEPES pH 7,20% PEG 10 000,8% ethylene glycol,,,,,,,,,,,,,,,,,
6V1J,"VAPOR DIFFUSION, HANGING DROP",293.15,,"2.0 M Ammonium sulfate, 5% (v/v) Ethanol",2.12,41.92,2.0 M Ammonium sulfate,,,,,,,,,,,,,,,,,,,
6V1M,"VAPOR DIFFUSION, HANGING DROP",293.15,,"50 mM Potassium phosphate monobasic, 10 mM Calcium chloride, 25% (w/v) PEG8000",2.11,41.67,50 mM Potassium phosphate monobasic,10 mM Calcium chloride,,,,,,,,,,,,,,,,,,
6V1P,"VAPOR DIFFUSION, HANGING DROP",293.15,,"0.17 M Ammonium acetate, 0.085 M Sodium acetate pH 4.6, 25.5% (w/v) PEG4000, 15% (v/v) Glycerol, 1 mM TCEP",1.98,37.84,0.17 M Ammonium acetate,0.085 M Sodium acetate pH 4,1 mM TCEP,,,,,,,,,,,,,,,,,
6W34,"VAPOR DIFFUSION, SITTING DROP",289,6.5,"0.2 M Magnesium chloride, 0.1 M MES pH 6.5",1.87,34.11,0.2 M Magnesium chloride,0.1 M MES pH 6,,,,,,,,,,,,,,,,,,
6W6Y,"VAPOR DIFFUSION, SITTING DROP",289,6.5,"0.1 M MES, pH 6.5, 30% w/v PEG4000",2.08,40.85,0.1 M MES,30% w/v PEG4000,,,,,,,,,,,,,,,,,,
6YB7,"VAPOR DIFFUSION, SITTING DROP",293,6.5,"5% PEG 4000, 5% DMSO, 0.1M MES pH 6.5. 0.15 microlitre protein + 0.3 microlitre reservoir + 0.05 microlitre seed stock",1.91,35.5,5% PEG 4000,5% DMSO,0.1M MES pH 6,,,,,,,,,,,,,,,,,
6JLV,BATCH MODE,293,,"PEG8000, Magnesium Chloride, Tris-HCl, 0.5% DMSO, 125 uM N-Abietoyl-L-Tryptophan",2.65,53.59,0.5% DMSO,,,,,,,,,,,,,,,,,,,
6JMH,BATCH MODE,293,,"PEG8000, Magnesium Chloride, Tris-HCl, 0.5% DMSO, 125 uM N-Abietoyl-L-Tryptophan",2.64,53.38,0.5% DMSO,,,,,,,,,,,,,,,,,,,
6JS8,"VAPOR DIFFUSION, SITTING DROP",293,,"PEG8000, Magnesium Chloride, Tris-HCl, 0.5% DMSO, 125 uM N-Dehydroabietoyl-L-Tryptophan",2.63,53.18,0.5% DMSO,,,,,,,,,,,,,,,,,,,
6K58,BATCH MODE,277,,"PEG 8000, Magnesium Chloride, Tris-HCl, 0.5% DMSO, 200 uM N-Enanthyl-L-Prolyl-L-Phenylalanine",2.68,54.02,0.5% DMSO,,,,,,,,,,,,,,,,,,,
6OA6,"VAPOR DIFFUSION, SITTING DROP",295,7.2,"50mM Sodium Chloride, 5% Glycerol, 1mM EDTA, 15 - 18% PEG5000-MME",2.41,49.03,50mM Sodium Chloride,5% Glycerol,1mM EDTA,18% PEG5000-MME,,,,,,,,,,,,,,,,
6PCZ,"VAPOR DIFFUSION, HANGING DROP",293,7.5,"0.1 M HEPES:NaOH, 20% (w/v) PEG 4000, 10% (v/v) 2-propanol",2.16,42.96,0.1 M HEPES,,,,,,,,,,,,,,,,,,,
6QQY,"VAPOR DIFFUSION, SITTING DROP",292,,"0.08M Sodium cacodylate pH 6.5 -7.0, 1-2 M Ammonium sulphate",2.38,48.28,0.08M Sodium cacodylate pH 6,2 M Ammonium sulphate,,,,,,,,,,,,,,,,,,
6QSD,"VAPOR DIFFUSION, SITTING DROP",293.15,9,"0.1M BICINE pH 9.0, 1.6M Ammonium Sulfate",1.87,34.26,0.1M BICINE pH 9,1.6M Ammonium Sulfate,,,,,,,,,,,,,,,,,,
6QSG,"VAPOR DIFFUSION, SITTING DROP",293.15,,"0.2M Potassium iodine, 20% (w/v) PEG3350",2.01,38.91,0.2M Potassium iodine,,,,,,,,,,,,,,,,,,,
6RTV,"VAPOR DIFFUSION, HANGING DROP",277,,"0.1 M HEPES pH 7, 0.1 M KCl,                            25% w/v SOKALAN CP7",2.68,54.14,0.1 M HEPES pH 7,0.1 M KCl,25% w/v SOKALAN CP7,,,,,,,,,,,,,,,,,
6RU1,"VAPOR DIFFUSION, HANGING DROP",277,,"0.1 M HEPES pH 7, 0.1 M KCl,                                 25% w/v SOKALAN CP7",2.68,54.05,0.1 M HEPES pH 7,0.1 M KCl,25% w/v SOKALAN CP7,,,,,,,,,,,,,,,,,
6SA5,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,"50 % dilution of 0.1 M LiSO4, 20 % (w/v) PEG6000, 0.01 M HEPES, pH 6.5",1.85,33.39,50 % dilution of 0,.1 M LiSO4,0.01 M HEPES,,,,,,,,,,,,,,,,,
6SAN,"VAPOR DIFFUSION, SITTING DROP",293.15,,"50 % of 0.2 M MgCl2 hexahydrate, 20 % (v/v) isopropanol, 0.1 M HEPES, pH: 7.5. After crystal-formation, crystals were soaked in 10 mM MgCl2 and 10 mM CaCl2.",2.48,50.39,50 % of 0,.2 M MgCl2 hexahydrate,0.1 M HEPES,10 mM MgCl2 and 10 mM CaCl2,,,,,,,,,,,,,,,,
6TCR,"VAPOR DIFFUSION, SITTING DROP",291,7,"0.1M HEPES pH7, 20% PEG 4000 and 0.15M ammonium sulphate. Crystals were cryoprotected with 0.1M HEPES pH7.5, 20% PEG 4000, 0.1M ammonium sulphate and 15% ethylene glycol",2.23,44.9,0.1M HEPES pH7,20% PEG 4000 and 0,.15M ammonium sulphate,0.1M HEPES pH7,20% PEG 4000,0.1M ammonium sulphate and 15,,,,,,,,,,,,,,
6TTN,"VAPOR DIFFUSION, SITTING DROP",293,,"Protein sample: 29 mg/ml tH6H in water, 100 mM N-oxalylglycine, 10 mM hyoscyamine. Mother liquor: 100 mM strontium chloride, 200 mM sodium formate, 20% PEG 3350.",2.3,46.7,100 mM N-oxalylglycine,10 mM hyoscyamine,100 mM strontium chloride,200 mM sodium formate,20% PEG 3350,,,,,,,,,,,,,,,
6TTO,"VAPOR DIFFUSION, SITTING DROP",293,,"Protein sample: 37.5 mg/ml tH6H in water. Mother liquor: 100 mM disodium 2-oxoglutarate, 100 mM strontium chloride, 200 mM sodium formate, 25% PEG 3350. 1.3 uL of protein solution, 1 uL of mother liquor, 0.3 uL of 100x diluted seeds stock of tH6H:NOG:Hyo crystals.",2.29,46.5,100 mM disodium 2-oxoglutarate,100 mM strontium chloride,200 mM sodium formate,25% PEG 3350,,,,,,,,,,,,,,,,
6U43,"VAPOR DIFFUSION, HANGING DROP",295,,"100 mM HEPES, pH 7.1-7.6, 200 mM ammonium sulfate, 5-15 % (v/v) isopropanol, 16.5-20 % (w/v) polyethylene glycol (PEG) 4000,  9 mM  GppCp, and 15 mM MgCl2",2.4,48.64,100 mM HEPES,200 mM ammonium sulfate,9 mM  GppCp,15 mM MgCl2,,,,,,,,,,,,,,,,
6UCE,"VAPOR DIFFUSION, SITTING DROP",293,,"0.175 M sodium chloride, 19.5% PEG3350",2.43,49.32,0.175 M sodium chloride,19.5% PEG3350,,,,,,,,,,,,,,,,,,
6UCF,"VAPOR DIFFUSION, SITTING DROP",293,,"0.24 M ammonium acetate, 23% PEG3350, 0.1 M Tris, pH 8.4",2.22,44.54,0.24 M ammonium acetate,23% PEG3350,0.1 M Tris,,,,,,,,,,,,,,,,,
6XVT,"VAPOR DIFFUSION, SITTING DROP",293.15,7,"2.07M AmSO4, 300mM LiNO3",2.26,45.89,2.07M AmSO4,300mM LiNO3,,,,,,,,,,,,,,,,,,
6XY0,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M sodium HEPES, 0.2 sodium citrate tribasic dihydrate, 20 % 2-propanol, pH 7.5, supplemented with 25% glycerol for cryo-protection",1.88,34.49,0.1 M sodium HEPES,20 % 2-propanol,25% glycerol for cryo-protection,,,,,,,,,,,,,,,,,
5R82,"VAPOR DIFFUSION, SITTING DROP",293.15,,"15% PEG 4K, 5% DMSO",1.91,35.5,15% PEG 4K,5% DMSO,,,,,,,,,,,,,,,,,,
6JMB,"VAPOR DIFFUSION, HANGING DROP",277,4.5,"20%(v/v) 1,4-butanediol, 100mM sodium acetate, 100mM acetic acid, pH 4.5",1.96,37.28,100mM sodium acetate,100mM acetic acid,,,,,,,,,,,,,,,,,,
6PDV,"VAPOR DIFFUSION, HANGING DROP",298,7.8,"1.6M NaCitrate, 50mM Tris",2.09,41.21,1.6M NaCitrate,50mM Tris,,,,,,,,,,,,,,,,,,
6PEA,"VAPOR DIFFUSION, HANGING DROP",298,7.8,"1.6M NaCitrate, 50mM Tris",2.1,41.38,1.6M NaCitrate,50mM Tris,,,,,,,,,,,,,,,,,,
6RKG,"VAPOR DIFFUSION, HANGING DROP",293,7.5,"Protein dissolved in 50 mM HEPES, pH 7.5, 2 mM EDTA, 4 mM NBPTO. Precipitant solution consisting of 100 mM citrate buffer, 1.7-1.9 M ammonium sulfate, 4 mM NBPTO, at pH 7.5.",2.76,55.51,50 mM HEPES,2 mM EDTA,4 mM NBPTO,100 mM citrate buffer,1.9 M ammonium sulfate,4 mM NBPTO,,,,,,,,,,,,,,
6RP1,"VAPOR DIFFUSION, HANGING DROP",293,6.5,"Protein dissolved in 50 mM HEPES, pH 7.5, 2 mM EDTA, 4 mM NBPTO. Precipitant solution consisting of 100 mM citrate buffer, 1.7-1.9 M ammonium sulfate, 4 mM NBPTO, at pH 6.5.",2.75,55.51,50 mM HEPES,2 mM EDTA,4 mM NBPTO,100 mM citrate buffer,1.9 M ammonium sulfate,4 mM NBPTO,,,,,,,,,,,,,,
6V0U,"VAPOR DIFFUSION, HANGING DROP",291,,"0.2 M (NH4)2SO4, 0.1 M Tris (pH 8.5), and 25% PEG 3350",2.19,43.75,0.1 M Tris,25% PEG 3350,,,,,,,,,,,,,,,,,,
6V1B,"VAPOR DIFFUSION, SITTING DROP",291,,"0.1 M KSCN, 30% w/v PEG MME 2,000",2.39,48.58,0.1 M KSCN,30% w/v PEG MME 2,,,,,,,,,,,,,,,,,,
6VJ3,"VAPOR DIFFUSION, HANGING DROP",298,7.8,"1.6 M NaCitrate, 50 mM Tris",2.12,41.87,1.6 M NaCitrate,50 mM Tris,,,,,,,,,,,,,,,,,,
6Y1E,"VAPOR DIFFUSION, HANGING DROP",293,6.5,"10 mg/ml hGSTP1-1 (50 mM dipotassium phosphate, 1.5 mM EDTA, 10 mM DTT, 10 mM GSH and 0.02 % (w/v) sodium azide, pH 7.0) with 3.5 mM IAA-94 (5% DMSO (v/v)) was crystallized in 100 mM MES and 16 % (w/v) PEG-6000, pH 6.5. The crystals were harvested and then immersed two to three times in 100% (v/v) Parabar 10312 (Paratone)",2.35,47.61,50 mM dipotassium phosphate,1.5 mM EDTA,10 mM DTT,10 mM GSH and 0,3.5 mM IAA-94,5% DMSO,100 mM MES and 16,,,,,,,,,,,,,
6Y7W,"VAPOR DIFFUSION, SITTING DROP",291,,"15% PEG400, 5% PEG550-MME, 0.1M          
REMARK 280  CALCIUM ACETATE, 0.1M MES PH6.0",2.6,52.6,15% PEG400,5% PEG550-MME,"0.1M          
REMARK 280  CALCIUM ACETATE",0.1M MES PH6,,,,,,,,,,,,,,,,
6Y7X,"VAPOR DIFFUSION, SITTING DROP",291,,"15% PEG400, 5% PEG550-MME, 0.1M CALCIUM ACETATE, 0.1M MES PH6.0",2.6,52.67,15% PEG400,5% PEG550-MME,0.1M CALCIUM ACETATE,0.1M MES PH6,,,,,,,,,,,,,,,,
6Y7Z,"VAPOR DIFFUSION, SITTING DROP",291,,"15% PEG400, 5% PEG550-MME, 0.1M CALCIUM ACETATE, 0.1M MES PH6.0",2.71,54.64,15% PEG400,5% PEG550-MME,0.1M CALCIUM ACETATE,0.1M MES PH6,,,,,,,,,,,,,,,,
6Y80,"VAPOR DIFFUSION, SITTING DROP",291,,"15% PEG400, 5% PEG550-MME, 0.1M CALCIUM ACETATE, 0.1M MES PH6.0",2.59,52.5,15% PEG400,5% PEG550-MME,0.1M CALCIUM ACETATE,0.1M MES PH6,,,,,,,,,,,,,,,,
6Y82,"VAPOR DIFFUSION, SITTING DROP",291,,"15% PEG400, 5% PEG550-MME, 0.1M CALCIUM ACETATE, 0.1M MES PH6.0",2.58,52.28,15% PEG400,5% PEG550-MME,0.1M CALCIUM ACETATE,0.1M MES PH6,,,,,,,,,,,,,,,,
6Y84,"VAPOR DIFFUSION, SITTING DROP",293,6.5,"15% PEG 4000, 5% DMSO, 0.1M MES pH 6.5.
0.15 microlitre protein + 0.3 microlitre reservoir + 0.05 microlitre seed stock",1.92,35.89,15% PEG 4000,5% DMSO,0.1M MES pH 6,,,,,,,,,,,,,,,,,
6Y8H,"VAPOR DIFFUSION, SITTING DROP",291,,"15% PEG400, 5% PEG550-MME, 0.1M CALCIUM ACETATE, 0.1M MES PH6.0",2.6,52.67,15% PEG400,5% PEG550-MME,0.1M CALCIUM ACETATE,0.1M MES PH6,,,,,,,,,,,,,,,,
6JK2,"VAPOR DIFFUSION, SITTING DROP",283,,"0.2M Ammonium sulfate, 30% w/v Polyethylene glycol 8000",2.21,44.23,0.2M Ammonium sulfate,30% w/v Polyethylene glycol 8000,,,,,,,,,,,,,,,,,,
6JK3,"VAPOR DIFFUSION, SITTING DROP",283,,1.6 M Sodium citrate pH 6.5,2.39,48.5,1.6 M Sodium citrate pH 6,,,,,,,,,,,,,,,,,,,
6P0I,"VAPOR DIFFUSION, HANGING DROP",293,5.5,"0.2 M Calcium Acetate pH 5.5, 18-22% PEG3350.",2.39,43.91,0.2 M Calcium Acetate pH 5,22% PEG3350,,,,,,,,,,,,,,,,,,
6P0J,"VAPOR DIFFUSION, HANGING DROP",293,5.5,"0.2 M calcium acetate, pH 5.5, 18-22% PEG3350",2.21,44.23,0.2 M calcium acetate,22% PEG3350,,,,,,,,,,,,,,,,,,
6P0K,"VAPOR DIFFUSION, HANGING DROP",293,5.5,0.2 M Calcium Acetate pH 5.5 18-22% PEG3350,2.39,48.52,0.2 M Calcium Acetate pH 5,22% PEG3350,,,,,,,,,,,,,,,,,,
6P0L,"VAPOR DIFFUSION, HANGING DROP",293,5.5,0.2 M Calcium Acetate pH 5.5 18-20% PEG3350,2.31,46.68,0.2 M Calcium Acetate pH 5,20% PEG3350,,,,,,,,,,,,,,,,,,
6QP1,"VAPOR DIFFUSION, HANGING DROP",298.15,6,"4% Tacsimate pH 6.0, 12% PEG 3,350
(F1: PEG/ION HT, Hampton Research), 20mM L-cycloserine",1.97,37.45,4% Tacsimate pH 6,12% PEG 3,20mM L-cycloserine,,,,,,,,,,,,,,,,,
6QPK,EVAPORATION,298,,"0,1M Tris pH 9, 1.5M LiSO4",2.51,51,1M Tris pH 9,1.5M LiSO4,,,,,,,,,,,,,,,,,,
6RIV,"VAPOR DIFFUSION, SITTING DROP",289,5,"0.1M SPG, pH 5; 25% w/v PEG 1500",2.23,44.73,0.1M SPG,25% w/v PEG 1500,,,,,,,,,,,,,,,,,,
6SZ3,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",1.99,38.08,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6SZ8,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",2.02,39.12,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6SZL,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",2,38.42,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6SZN,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",2.01,38.9,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6SZX,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",2.01,38.72,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6T02,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",2,38.54,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6T08,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",2,38.57,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6T0D,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",2.01,38.76,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6T0X,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",1.97,37.68,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6T0Z,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",1.98,37.82,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6T10,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",1.99,38.25,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6T11,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",1.99,38.28,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6T12,"VAPOR DIFFUSION, HANGING DROP",295,,"25% PEG3350, 0.2M Ammonium Sulphate, 0.1M bis-tris, pH 6.5",2.02,39.1,25% PEG3350,0.2M Ammonium Sulphate,0.1M bis-tris,,,,,,,,,,,,,,,,,
6VKG,"VAPOR DIFFUSION, SITTING DROP",293,,"200 nL 5.9 mg/mL protein + 200 nL reservoir (2.7 M ammonium sulfate, 50 mM Tris buffer, pH 8.2)",2.08,40.9,5.9 mg/mL protein,2.7 M ammonium sulfate,50 mM Tris buffer,,,,,,,,,,,,,,,,,
6Y1J,"VAPOR DIFFUSION, HANGING DROP",277,,"0.095 M Na-HEPES pH 7.1, 27% PEG400, 0.19 M Calcium chloride, 5% Glycerol",2.4,48.85,0.095 M Na-HEPES pH 7,27% PEG400,0.19 M Calcium chloride,5% Glycerol,,,,,,,,,,,,,,,,
6Y3E,"VAPOR DIFFUSION, SITTING DROP",298,6.5,"0.17 M Sodium acetate trihydrate,0.085 M Sodium cacodylate trihydrate pH 6.5,25.5% w/v Polyethylene glycol 8,000.",2.67,53.86,0.17 M Sodium acetate trihydrate,0.085 M Sodium cacodylate trihydrate pH 6,25.5% w/v Polyethylene glycol 8,,,,,,,,,,,,,,,,,
6JJ5,"VAPOR DIFFUSION, SITTING DROP",295,,4.0M HCOONa,2.01,38.84,4.0M HCOONa,,,,,,,,,,,,,,,,,,,
